customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_total,segment
CUST_2015_00000312,2368,6,704927.14,1,4,4,9,Loyal Customers
CUST_2015_00000313,3304,5,268166.78,1,4,3,8,Loyal Customers
CUST_2015_00000314,2913,8,393667.28,1,4,4,9,Loyal Customers
CUST_2015_00000315,3324,7,552596.14,1,4,4,9,Loyal Customers
CUST_2015_00000316,2280,7,264992.57,1,4,3,8,Loyal Customers
CUST_2015_00000317,2511,9,308087.92,1,4,4,9,Loyal Customers
CUST_2015_00000318,3392,11,576386.03,1,4,4,9,Loyal Customers
CUST_2015_00000319,2350,11,387878.24,1,4,4,9,Loyal Customers
CUST_2015_00000320,1956,9,842971.31,2,4,4,10,Champions
CUST_2015_00000321,2280,4,363021.26,1,3,4,8,Loyal Customers
CUST_2015_00000322,1127,10,625759.64,3,4,4,11,Champions
CUST_2015_00000323,565,11,646748.54,4,4,4,12,Champions
CUST_2015_00000324,2270,11,739103.94,1,4,4,9,Loyal Customers
CUST_2015_00000325,2207,5,189910.8,1,4,3,8,Loyal Customers
CUST_2015_00000326,2313,11,975415.02,1,4,4,9,Loyal Customers
CUST_2015_00000327,3326,6,483668.3,1,4,4,9,Loyal Customers
CUST_2015_00000328,2633,10,851396.5700000001,1,4,4,9,Loyal Customers
CUST_2015_00000329,3306,3,721242.0,1,2,4,7,Potential Loyalists
CUST_2015_00000330,1298,10,923209.46,2,4,4,10,Champions
CUST_2015_00000331,2616,6,596352.63,1,4,4,9,Loyal Customers
CUST_2015_00000332,1541,10,266482.69,2,4,3,9,Loyal Customers
CUST_2015_00000333,3417,6,266552.88,1,4,3,8,Loyal Customers
CUST_2015_00000334,3413,5,437201.67,1,4,4,9,Loyal Customers
CUST_2015_00000335,1910,13,1547200.6199999999,2,4,4,10,Champions
CUST_2015_00000336,1578,11,308728.47000000003,2,4,4,10,Champions
CUST_2015_00000337,417,12,263756.42,4,4,3,11,Champions
CUST_2015_00000338,382,21,2752082.8200000003,4,4,4,12,Champions
CUST_2015_00000339,2346,7,1453233.66,1,4,4,9,Loyal Customers
CUST_2015_00000340,3407,8,780097.62,1,4,4,9,Loyal Customers
CUST_2015_00000341,3635,7,540119.61,1,4,4,9,Loyal Customers
CUST_2015_00000342,1481,5,265519.14,2,4,3,9,Loyal Customers
CUST_2015_00000343,3396,2,89138.19,1,2,2,5,At Risk
CUST_2015_00000344,1832,9,411958.08,2,4,4,10,Champions
CUST_2015_00000345,3157,5,812692.4400000001,1,4,4,9,Loyal Customers
CUST_2015_00000346,2029,10,827499.99,1,4,4,9,Loyal Customers
CUST_2015_00000347,2647,2,49912.259999999995,1,2,1,4,At Risk
CUST_2015_00000348,2369,8,295036.68,1,4,4,9,Loyal Customers
CUST_2015_00000349,491,13,729135.26,4,4,4,12,Champions
CUST_2015_00000350,2944,11,578075.12,1,4,4,9,Loyal Customers
CUST_2015_00000351,3547,3,337998.09,1,2,4,7,Potential Loyalists
CUST_2015_00000352,1731,10,243301.9,2,4,3,9,Loyal Customers
CUST_2015_00000353,1570,9,619373.47,2,4,4,10,Champions
CUST_2015_00000354,2621,5,337823.69,1,4,4,9,Loyal Customers
CUST_2015_00000355,3155,6,363049.75,1,4,4,9,Loyal Customers
CUST_2015_00000356,2928,3,119484.3,1,2,2,5,At Risk
CUST_2015_00000357,2264,13,796860.53,1,4,4,9,Loyal Customers
CUST_2015_00000358,3623,4,155133.78,1,3,3,7,Potential Loyalists
CUST_2015_00000359,920,13,860440.32,3,4,4,11,Champions
CUST_2015_00000360,3336,7,303380.84,1,4,4,9,Loyal Customers
CUST_2015_00000361,2211,8,364214.31,1,4,4,9,Loyal Customers
CUST_2015_00000362,2277,11,654042.24,1,4,4,9,Loyal Customers
CUST_2015_00000363,2298,9,545776.88,1,4,4,9,Loyal Customers
CUST_2015_00000364,2444,9,1109946.19,1,4,4,9,Loyal Customers
CUST_2015_00000365,1467,10,637167.84,2,4,4,10,Champions
CUST_2015_00000366,1810,9,545736.76,2,4,4,10,Champions
CUST_2015_00000367,3623,2,114710.22,1,2,2,5,At Risk
CUST_2015_00000368,2976,7,599028.44,1,4,4,9,Loyal Customers
CUST_2015_00000369,2722,7,724288.36,1,4,4,9,Loyal Customers
CUST_2015_00000370,2409,8,245487.82,1,4,3,8,Loyal Customers
CUST_2015_00000371,2618,5,829014.98,1,4,4,9,Loyal Customers
CUST_2015_00000372,2629,8,664867.27,1,4,4,9,Loyal Customers
CUST_2015_00000373,2231,17,1084440.41,1,4,4,9,Loyal Customers
CUST_2015_00000374,796,8,492055.2,3,4,4,11,Champions
CUST_2015_00000375,2997,9,644658.5,1,4,4,9,Loyal Customers
CUST_2015_00000376,2838,3,183118.14,1,2,3,6,Potential Loyalists
CUST_2015_00000377,1151,13,750584.72,3,4,4,11,Champions
CUST_2015_00000378,1733,7,292865.23,2,4,4,10,Champions
CUST_2015_00000379,1503,8,304283.47000000003,2,4,4,10,Champions
CUST_2015_00000380,151,10,402973.44,4,4,4,12,Champions
CUST_2015_00000381,3379,4,234305.15000000002,1,3,3,7,Potential Loyalists
CUST_2015_00000382,3089,5,163674.08000000002,1,4,3,8,Loyal Customers
CUST_2015_00000383,436,8,376062.25,4,4,4,12,Champions
CUST_2015_00000384,2337,5,260043.31,1,4,3,8,Loyal Customers
CUST_2015_00000385,2056,15,784716.81,1,4,4,9,Loyal Customers
